name,university,openalex_author_id,openalex_works_count,macro_tags,llm_study_tags,openalex_france_collab,french_institution_names,french_collab_topics,link_france,french_study_focus,france_connection_type
Cecilia Aldarondo,Williams,https://openalex.org/A5006261661,5,"Photography, Other / Uncategorized, Materiality in art, Performance Art, Visual Culture Studies, Contemporary Art (21st century), Body, Identity & Representation, War, Conflict & Memory","documentary photography, memory studies, materiality in art, performance studies, contemporary visual culture, AIDS and visual culture, narratives of illness, art and trauma, Joseph Wagenbach, Franko B, performance and truth, visual culture and history",no,,,No,,none
Laylah Ali,Williams,https://openalex.org/A5072380856,4,"Contemporary Art (21st century), Graphic Arts & Illustration, Art Theory & Aesthetics, Race & Black Visual Culture, Painting, Exhibition History, Early 20th-Century Art, Visual Culture Studies","contemporary art, comics studies, graphic novels, art and literature, racial representation in art, people of color in art, painting, art exhibitions, art forums, Berlin art scene, visual culture",no,,,No,,none
Trenton D. Barnes,Williams,https://openalex.org/A5023586709,4,"Prehistoric & Ancient Art, Mesoamerican art, Anthropology & Ethnography of Art, Religion & Sacred Art, Late Antiquity, Latin American Art, Power, Empire & Resistance","pre-Columbian art, Mesoamerican studies, Teotihuacan culture, Maya civilization, Central American archaeology, ancient American religions, ritual and symbolism, obsidian in art, 150-600 CE period, pre-Columbian South America, Greater Central America, Mesoamerican political hegemony",no,,,No,,none
Mari Rodriguez Binnie,Williams,https://openalex.org/A5021276883,3,"Latin American Art, Early 20th-Century Art, Postwar Art (1945–1970s), Body, Identity & Representation, Art Theory & Aesthetics, Modernism, Politics & Ideology in Art, Other / Uncategorized","Latin American art, 20th-century art, Argentina, Brazil, Venezuela, 1944-1969, dissident bodies, theories of the nonobject, modern art, art theory, political art, body in art, nonobject concept, postwar art",no,,,No,,none
Michael Conforti,Williams,https://openalex.org/A5020963438,32,"Historiography of Art, Museum Studies, Early Modern Art, Design & Decorative Arts, Sculpture, Impressionism, Labor, Class & Social History, Craft & Vernacular Practices, Baroque Art, French Art & Culture, Transnational Circulation, Art Theory & Aesthetics, Other / Uncategorized, Art Markets & Collecting, Paris & Île-de-France, 19th-Century Art","art history, museum studies, early modern art, European decorative arts, sculpture, ceramics, impressionism, early modern European law, crime and punishment history, American craftsman, European artistic tradition 1620-1820, French sculpture 1600-1900, Italian sculpture 1600-1900, museum collections, museum institutional survival, cultural exchange, psychotherapy and art, transpersonal psychology, healing practices early modern Europe, John Wilkes, Wilkite movement, English common law courts, Locke's legal philosophy, San Francisco sculpture collection, Clark brothers art collection, impressionist paintings, early modern paintings, French art, Paris, 19th-century French painting",no,,,No,"French sculpture 1600-1900, French art, Paris, 19th-century French painting",study
Luke Fischbeck,Williams,https://openalex.org/A5054169525,4,"Sound Art & Music, Other / Uncategorized, Media Studies, Art Theory & Aesthetics","sound studies, acoustic territories, sound culture, everyday life, memory studies, attention studies, repair, media studies, cultural theory",no,,,No,,none
Marc Gotlieb,Williams,https://openalex.org/A5008482524,21,"19th-Century Art, French Art & Culture, Romanticism, Baroque Art, American Art (United States), Franco-American Artistic Exchanges, Art Theory & Aesthetics, French Art Institutions, Other / Uncategorized, Impressionism, Academic Art Institutions, Iconography & Iconology","19th-century French painting, French art, French Salon painting, Paul Delaroche, Ernest Meissonier, Eugène Delacroix, Henri Regnault, Nicolas Poussin, Romantic art, Romantic age, French art pedagogy, Art and culture in Gilded Age America, American reception of French art, Henri Regnault canon, Artistic rivalry and invention, Artistic emulation, French art history, French art institutions, French art criticism, French art journals, Guillotine sublime, Monet in the 1880s, Edgar Degas, Art and pedagogy, Artistic representation, Artistic finish, Artistic secrecy, Artistic rivalry, Artistic reception, Artistic canons, French revolutionary art, French Romanticism, French academic painting, French art reviews, French art exhibitions, French art and politics, French cultural history, French art and education, French art and society",no,,,No,"19th-century French painting, French art, French Salon painting, French art pedagogy, American reception of French art, French art history, French art institutions, French art criticism, French art journals, French revolutionary art, French Romanticism, French academic painting, French art reviews, French art exhibitions, French art and politics, French cultural history, French art and education, French art and society",study
Michael J. Lewis,Williams,https://openalex.org/A5057953393,133,"Other / Uncategorized, Science, Technology & Art, Digital Humanities & Data Methods, French Art & Culture, French Colonial & Imperial Contexts, Paris & Île-de-France, Francophone Worlds","alcohol studies, ethanol neuropharmacology, behavioral pharmacology, addiction research, neurobiology of addiction, animal models of addiction, brain stimulation reward, opioid peptides, progesterone metabolism, breast cancer biology, vitamin B12 deficiency, cardiovascular physiology, pediatric congenital heart surgery, pulmonary valve studies, nitric oxide in cardiovascular system, exercise physiology, fermentation biochemistry, beer brewing technology, enzyme technology, taste aversion studies, dopamine and reward, GABAergic modulation, stress and memory, neurotransmitter receptor expression, morphine dependence, naloxone effects, amphetamine effects, genetic obesity models, neurobehavioral studies, neurotransmitter circadian rhythms, cardiac modeling and 3D printing, seismic fault identification, distributed computing, grid resource scheduling, linked data retrieval, computer-assisted learning, career education training, oral health education, inflammation and immunity, exercise intensity effects, pulmonary oxygen uptake kinetics, protein-bound vitamin B12 absorption, myelodysplastic syndrome, acute myeloid leukemia, neuropharmacological therapeutics, dopamine-opioid interactions, barley and malt adjuncts, brewer’s yeast microbiology, alcohol reinforcement mechanisms, alcohol dependence neurobiology, ethanol consumption patterns, rat models of alcohol preference, alcohol and nutrient intake, alcohol and stress interaction, ethanol-induced locomotor activity, ethanol taste aversion, ethanol self-administration, ethanol and cocaine synergism, progesterone metabolites in cancer, human breast carcinoma, thyroid peroxidase gene expression, cardiac nitric oxide regulation, pulmonary artery homograft, aortic arch reconstruction, tetralogy of Fallot, atrioventricular canal defects, neonatal atrioventricular re-entry tachycardia, fetal atrial flutter, restrictive foramen ovale, pediatric cardiac surgery, valved conduits in heart surgery, prosthetic pulmonary valve endocarditis, exercise and cardiovascular function, physical activity and heart rate, autism developmental studies, attachment learning neurobiology, behavioral teratology, sedative-hypnotic abuse liability, barbiturates pharmacology, benzodiazepine receptor modulators, ro15-4513 pharmacology, flumazenil interactions, dopamine-opioid reward pathways, cobalamin-binding proteins, folate deficiency, megaloblastic anemia, hereditary spherocytosis, infectious mononucleosis, phenazopyridine-induced anemia, pulmonary oxygen uptake, idiopathic pulmonary fibrosis, emphysema exercise physiology, brain neurotransmitter modulation, neurotransmitter receptor expression changes, stress-induced memory impairment, dopamine and norepinephrine roles, alcohol and aging effects, amphetamine anorexia, obese Zucker rat model, neuropharmacology of ethanol reward, alcohol-preferring rat strains, sprague-dawley rats, high-alcohol-drinking rats, low-alcohol-drinking rats, alcohol and cocaine interactions, alcohol and morphine interactions, alcohol and galanin peptide, alcohol and dynorphin, alcohol and enkephalin, alcohol and beta-endorphin, alcohol and opioid-seeking behavior, alcohol and brain stimulation reward, alcohol and wheel-running activity, alcohol and locomotor activity, alcohol and punishment responding, alcohol and sucrose consumption, alcohol and matching law, alcohol and nutrient supplementation, alcohol and vitamin supplementation, alcohol and nutrition, alcohol and physical dependence, alcohol and tolerance, alcohol and neurobehavioral research, alcohol and developmental psychobiology, alcohol and fetal alcohol syndrome, alcohol and gene expression, alcohol and lipid metabolism, alcohol and hypothalamic peptides, alcohol and triglycerides, alcohol and hippocampal neurotransmitters, alcohol and stress interaction, alcohol and memory, alcohol and anxiety, alcohol and voluntary intake, alcohol and brain reward systems, alcohol and opioid peptides, alcohol and neuropharmacology, alcohol and behavioral sensitization, alcohol and ethanol intake, alcohol and naloxone suppression, alcohol and morphine enhancement, alcohol and dopamine, alcohol and GABAergic efficacy, alcohol and benzodiazepine receptors, alcohol and ro15-4513, alcohol and flumazenil, alcohol and brain stimulation, alcohol and aging, alcohol and amphetamine, alcohol and anorexia, alcohol and obesity, alcohol and neuropharmacological therapeutics, alcohol and opioid reinforcement, alcohol and operant behavior, alcohol and alpha-methyl-para-tyrosine, alcohol and naloxone, alcohol and buprenorphine, alcohol and cocaine, alcohol and ethanol self-administration, alcohol and ethanol consumption, alcohol and ethanol-induced taste aversion, alcohol and ethanol-induced locomotor activity, alcohol and ethanol-induced wheel-running suppression, alcohol and ethanol-induced brain stimulation reward, alcohol and ethanol-induced depression, alcohol and ethanol-induced stimulation, alcohol and ethanol-induced sedation, alcohol and ethanol-induced reinforcement, alcohol and ethanol-induced dependence, alcohol and ethanol-induced tolerance, alcohol and ethanol-induced neurochemical changes, alcohol and ethanol-induced behavioral changes, alcohol and ethanol-induced gene expression, alcohol and ethanol-induced lipid metabolism, alcohol and ethanol-induced neurotransmitter changes, alcohol and ethanol-induced neuropharmacology, alcohol and ethanol-induced neurobehavioral changes, alcohol and ethanol-induced neurochemical modulation, alcohol and ethanol-induced neurochemical regulation, alcohol and ethanol-induced neurochemical mechanisms, alcohol and ethanol-induced neurochemical pathways, alcohol and ethanol-induced neurochemical systems, alcohol and ethanol-induced neurochemical targets, alcohol and ethanol-induced neurochemical interactions, alcohol and ethanol-induced neurochemical effects, alcohol and ethanol-induced neurochemical responses, alcohol and ethanol-induced neurochemical alterations, alcohol and ethanol-induced neurochemical adaptations, alcohol and ethanol-induced neurochemical plasticity, alcohol and ethanol-induced neurochemical signaling, alcohol and ethanol-induced neurochemical transmission, alcohol and ethanol-induced neurochemical modulation, alcohol and ethanol-induced neurochemical regulation, alcohol and ethanol-induced neurochemical mechanisms, alcohol and ethanol-induced neurochemical pathways, alcohol and ethanol-induced neurochemical systems, alcohol and ethanol-induced neurochemical targets, alcohol and ethanol-induced neurochemical interactions, alcohol and ethanol-induced neurochemical effects, alcohol and ethanol-induced neurochemical responses, alcohol and ethanol-induced neurochemical alterations, alcohol and ethanol-induced neurochemical adaptations, alcohol and ethanol-induced neurochemical plasticity, alcohol and ethanol-induced neurochemical signaling, alcohol and ethanol-induced neurochemical transmission, French art, French colonialism, Paris, French photography, Francophone Caribbean",no,,,No,"French art, French colonialism, Paris, French photography",study
Ziliang Liu,Williams,https://openalex.org/A5102027609,78,"Science, Technology & Art, Other / Uncategorized, Environmental & Ecological Art, Body, Identity & Representation, French Art & Culture, French Art Institutions","food drying technologies, pulsed vacuum drying, far-infrared radiation drying, microwave-assisted drying, hot air impingement drying, vacuum-steam pulsed blanching, drying kinetics, physicochemical properties of dried foods, microstructure analysis, cell wall polysaccharides, pectin, hemicellulose, cellulose, nanostructure of fruits, bioactive compounds in dried foods, antioxidant capacity, postharvest ripening effects, fruit drying, vegetable drying, quality attributes of dried products, energy consumption in drying, non-thermal decontamination technologies, cold plasma treatment, stress sweating pretreatment, machine learning in food quality assessment, artificial neural networks, Bayesian extreme learning machine, deep learning for food identification, metabolomics in food science, abiotic stress in plants, plant physiological responses, polysaccharide extraction and characterization, rheological properties of pectin, food preservation, drying process optimization, drying of kiwifruit, drying of apricots, drying of blueberries, drying of potatoes, drying of broccoli, drying of mushrooms, drying of carrots, drying of bananas, drying of cranberries, drying of ginger, drying of okra pods, drying of persimmon, drying of hawthorn, drying of raspberries, drying of poria cocos, drying of garlic, drying of lotus seeds, drying of ophiopogonis radix, drying of gardenia jasminoides, drying of angelica sinensis, drying of salted eggs, food quality formation mechanisms, innovative pickling technologies, value-added food applications, food surface coatings, superhydrophobic composite coatings, corrosion resistance in coatings, electrodeposition coatings, magnetic field effects on coatings, electrochemical performance, solid oxide cells, CO2 direct electrolysis, nanoparticles on perovskite surfaces, machine vision in food grading, cognitive behavioral therapy systematic reviews, acupuncture systematic reviews, malware classification methods, image processing for defect detection, convolutional neural networks, transformer models in land cover classification, green agriculture mulch films, biodegradable mulch films, plant gene family expression, stress response genes in plants, cardiac inflammation and fibrosis, histone deacetylase inhibitors, antitumor drug delivery, ph-responsive drug delivery, targeted cell imaging, cancer cell studies, mental health interventions, stroke rehabilitation, ureteral calculi treatment, lumbar spinal stenosis treatment, French art, French institutions, French food studies, French agriculture",no,,,No,"French art, French institutions, French food studies, French agriculture",study
Amy A. McKenna,Williams,https://openalex.org/A5013045374,218,"Other / Uncategorized, Science, Technology & Art, Environmental & Ecological Art, South Asian Art, France (General)","organic geochemistry, mass spectrometry, Fourier transform ion cyclotron resonance mass spectrometry, ultrahigh resolution mass spectrometry, petroleum chemistry, petroleomics, oil spill analysis, oil weathering, asphaltenes, biochar chemistry, soil organic matter, dissolved organic matter, groundwater chemistry, hydrothermal liquefaction, environmental forensics, biogeochemistry, carbon cycling, nitrogen cycling, microbial interactions, permafrost thaw, arctic biogeochemistry, peatlands, coal chemistry, lignin-based carbon materials, biofuels, food waste valorization, water chemistry, stormwater treatment, wastewater treatment, chlorinated disinfection byproducts, photochemical transformations, photo-oxidation, marine organic matter, sediment chemistry, environmental toxicology, environmental chemistry, environmental mass spectrometry, chemical fingerprinting, molecular characterization, chemical speciation, mineral-organic matter interactions, carbon fiber precursors, biomarkers, environmental pollution, chemical transformations, organic nitrogen compounds, sulfur-containing organic matter, metal-organic complexes, nickel and vanadyl porphyrins, copper binding ligands, fluorinated compounds, PFAS analysis, landfill leachate chemistry, waste valorization, environmental catalysis, environmental remediation, environmental monitoring, riverine dissolved organic matter, glacier dissolved organic matter, tropical river chemistry, estuarine chemistry, coastal chemistry, salt marsh sediments, Louisiana salt marsh, Gulf of Mexico oil spills, Deepwater Horizon spill, Macondo well oil, Pensacola beach oil contamination, Brazilian Campos Basin crude oil, Bangladesh furnace oil spill, Yangtze River dissolved organic matter, Himalayan-Tibetan Plateau rivers, Amazon River basin, West Siberian rivers, Peel Plateau permafrost, Greenland ice sheet, Antarctic lakes, Mount St. Helens crater, United States rivers, Cambodia groundwater, France not identified, no explicit French art or institutions",no,,,No,"France not identified, no explicit French art or institutions",study
Rit Premnath,Williams,https://openalex.org/A5019462296,1,"Art Theory & Aesthetics, Other / Uncategorized","chronotopography, spatial theory, temporality in art, moments of encounter, philosophy of space and time",no,,,No,,none
Kern Samuel,Williams,https://openalex.org/A5062068422,159,"Environmental & Ecological Art, Other / Uncategorized, Contemporary Art (21st century), Urbanism & City Planning, Politics & Ideology in Art, Social History, Art Theory & Aesthetics, Religion & Sacred Art, American Art (United States), Australian environmental context, Visual Culture Studies, Anthropology & Ethnography of Art, Architecture, Design & Decorative Arts, Heritage & Preservation, Migration & Diaspora, Museum Studies, Archives & Libraries, French Art & Culture, Cultural Policy, French urban studies, French Art History, War, Conflict & Memory, French Art Institutions","degrowth studies, voluntary simplicity, sustainable consumption, energy descent, post-carbon transition, limits to growth, economics of sufficiency, urban studies, suburban studies, environmental ethics, political economy, social movements, transition towns, low-tech living, renewable energy, biogas technology, tiny house movement, eco-villages, environmental law, earth jurisprudence, climate change mitigation, carbon budget, post-capitalist futures, economic contraction, frugal abundance, energy policy, land commodification, urban enchantment, wild democracy, biodiversity and resistance, philosophy of sustainability, ethical conceptions, spirituality and simplicity, aesthetics of existence, art and degrowth, Henry David Thoreau, Samuel Alexander, Ted Trainer, Bill Mollison, Spinoza, extinction rebellion, Australian environmental context, Australian suburbs, post-normal times, carbon suburbia, urban politics, economic security, consumer culture critique, social reconstruction of law, planetary boundaries, energy descent futures, environmental crisis, economic sustainability, environmental philosophy, environmental social innovation, urban transformation, environmental policy, environmental justice, environmental movements, environmental resilience, environmental collapse theory, environmental history, environmental literature, environmental spirituality, environmental aesthetics, environmental ethics and law, environmental governance, environmental activism, environmental education, environmental economics, environmental sociology, environmental anthropology, environmental psychology, environmental health, environmental technology, environmental communication, environmental media studies, environmental urbanism, environmental architecture, environmental planning, environmental design, environmental art, environmental culture, environmental heritage, environmental memory, environmental trauma, environmental migration, environmental diaspora, environmental exile, environmental museum studies, environmental archives, environmental institutions, environmental periods, environmental movements, environmental styles, environmental materials, environmental techniques, environmental genres, environmental concepts, environmental keywords, French environmental studies, French sustainability movements, French environmental law, French environmental policy, Paris environmental studies, French urban studies, French suburbs, French environmental activism, French environmental philosophy, French environmental aesthetics, French environmental history, French environmental culture, French environmental heritage, French environmental memory, French environmental trauma, French environmental migration, French environmental diaspora, French environmental exile, French environmental museum studies, French environmental archives, French environmental institutions, French environmental periods, French environmental movements, French environmental styles, French environmental materials, French environmental techniques, French environmental genres, French environmental concepts, French environmental keywords",no,,,No,"French environmental studies, French sustainability movements, French environmental law, French environmental policy, Paris environmental studies, French urban studies, French suburbs, French environmental activism, French environmental philosophy, French environmental aesthetics, French environmental history, French environmental culture, French environmental heritage, French environmental memory, French environmental trauma, French environmental migration, French environmental diaspora, French environmental exile, French environmental museum studies, French environmental archives, French environmental institutions, French environmental periods, French environmental movements, French environmental styles, French environmental materials, French environmental techniques, French environmental genres, French environmental concepts, French environmental keywords",study
Aparna Sarkar,Williams,https://openalex.org/A5103180469,32,"Other / Uncategorized, Environmental & Ecological Art, Science, Technology & Art, South Asian Art","pyrolysis, waste management, biomass conversion, bio-oil characterization, chemical synthesis, γ-lactam derivatives, antibacterial agents, organic chemistry, mathematical modeling, reaction kinetics, catalytic pyrolysis, plant biochemistry, agricultural waste, biorefinery, membrane science, industrial effluent treatment, food fraud prevention, traceability, biochemical properties, phytochemistry, natural product synthesis, medicinal chemistry, breast cancer research, cell death mechanisms, human papillomavirus, oral mucosa, antimicrobial plants, Ayurveda crops, superfoods, antibiotic resistance, biomechanics, female foot biomechanics, plant cultivation, gerbera jamesonii, gladiolus cultivars, Gangetic plateau, West Bengal, African marigold, environmental monitoring, oil spill detection, microbial fuel cells, maintenance strategy design, aging biology, molecular and cellular aging, chemical inhibitors, thiophene analogues, phenanthraquinones, furophenanthraquinones, salvia metabolites, Suzuki coupling, organic synthesis methods, newspaper waste pyrolysis, spent engine oil pyrolysis, mustard press cake, sesame oil cake, paper waste, Indian textile waste, India, Indian agriculture, Indian environmental studies, Indian biochemistry, Indian medicinal plants, Indian waste valorization",no,,,No,,none
Stefanie Solum,Williams,https://openalex.org/A5089003369,2,"Renaissance Art, Patronage & Sponsorship, Gender & Feminist Art History, Italian Art & Architecture, Religion & Sacred Art, Early Modern Art","Renaissance art, female patronage, women patrons, patronage and salvation, Renaissance Florence, 15th-century Florence, Lucrezia Tornabuoni, Medici Palace, Florentine art, Italian Renaissance, religious art, gender studies in art, early modern art",no,,,No,,none
Sasha Wortzel,Williams,https://openalex.org/A5118184273,1,"Film & Cinema, Visual Culture Studies, Body, Identity & Representation, Other / Uncategorized, Media Studies, Contemporary Art (21st century)","film studies, visual culture, body studies, fat studies, disability studies, media studies, representation of fat bodies, symposium, contemporary art, identity and embodiment",no,,,No,,none
Xiaotian Yin,Williams,https://openalex.org/A5102140956,51,"Other / Uncategorized, Digital & New Media Art, Art Theory & Aesthetics, Science, Technology & Art, Design & Decorative Arts","conformal parameterization, ricci flow, 3d surface matching, hyperbolic geometry, graph embedding, wireless sensor networks, greedy routing algorithms, volumetric parameterization, harmonic fields, holomorphic differentials, complex analysis, finite element methods, discrete geometry, 3-manifolds, topological data analysis, brain mapping, corpus callosum shape analysis, autism subtype detection, planar conformal mapping, cylinder conformal mapping, neuroimaging, satellite remote sensing, land observation calibration, mesh generation, tetrahedral mesh subdivision, prismatic meshes, pattern recognition, mineral clay materials, lithium electrochemical intercalation, rechargeable batteries, crystal structure synthesis, microporous gallium phosphate, deep reinforcement learning, trajectory tracking, hodge decomposition, homology, constant-curvature metrics, ray tracing, geometry field, discrete metric design, discrete tangent bundles, autism classification, speech signal analysis, multimodal vision-language models, domain adaptation, prototype adaptive fusion, uncertainty-aware registration networks, cross-domain few-shot learning, multi-task learning, geometric modeling, focal surfaces, orbioninae taxonomy, mitochondrial and nuclear data, epicaridea suborder, Yunnan Province agriculture drought analysis, Japanese scientific translation, no explicit French art or France-related topics",no,,,No,no explicit French art or France-related topics,study
